record_code	format_version	submission_date	reporting_agency	release_agency	coordinator	tag_code_or_release_id	tag_type	first_sequential_number	last_sequential_number	related_group_type	related_group_id	species	run	brood_year	first_release_date	last_release_date	release_location_code	hatchery_location_code	stock_location_code	release_stage	rearing_type	study_type	release_strategy	avg_weight	avg_length	study_integrity	cwt_1st_mark	cwt_1st_mark_count	cwt_2nd_mark	cwt_2nd_mark_count	non_cwt_1st_mark	non_cwt_1st_mark_count	non_cwt_2nd_mark	non_cwt_2nd_mark_count	counting_method	tag_loss_rate	tag_loss_days	tag_loss_sample_size	tag_reused	comments	release_location_name	hatchery_location_name	stock_location_name	release_location_state	release_location_rmis_region	release_location_rmis_basin	record_origin	tagged_adclipped	tagged_unclipped	untagged_adclipped	untagged_unclipped	untagged_unknown
T	4.1	20191104	NMFS	NMFS	02	031644	0					2	3	1977	19790615	19790615	1M1NE109 1099998	1F1NE109 1099999	1F1NE109 1010090		H			16.23		N	5000	2485			5000	123			C	0.0495	9				TOLEDO HARBOR 109-10	LITTLE PORT WALTER	SASHIN CR	AK	SEAK	SENE	N	2485	0	123	0	0
T	4.1	20191104	NMFS	NMFS	02	031645	0					2	3	1977	19790615	19790615	1M1NE109 1099998	1F1NE109 1099999	1F1NE109 1010090		H			16.23		N	5000	2459			5000	140			C	0.0569	9				TOLEDO HARBOR 109-10	LITTLE PORT WALTER	SASHIN CR	AK	SEAK	SENE	N	2459	0	140	0	0
T	4.1	20191104	NMFS	NMFS	02	031646	0					2	3	1977	19790615	19790615	1M1NE109 1099999	1F1NE109 1099999	1F1NE109 1010090		H			16.23		N	5000	2460			5000	35			C	0.0142	21				L PORT WALTER 109-10	LITTLE PORT WALTER	SASHIN CR	AK	SEAK	SENE	N	2460	0	35	0	0
T	4.1	20191104	NMFS	NMFS	02	031663	0					2	3	1978	19800515	19800615	1F1NE109 1099989	1F1NE109 1099999	1F1NE109 1010090		H			7.57		N	5000	8425			5000	20	0000	38453	C	0.0024	3				LUDVIK LK 109-10	LITTLE PORT WALTER	SASHIN CR	AK	SEAK	SENE	N	8425	0	20	38453	0
T	4.1	20200218	ODFW	ODFW	05	072301	0					2		1979	19810501	19810501	5F332    0300312020	5F33226  H26    21	5F332    11		H	P		24.15			5000	28896	0000	47	5000	1277	0000	157460		0.042	161				CEDAR CR #2 (SANDY R	SANDY HATCHERY	SANDY HATCHERY (SANDY R)	OR	LOCR	SAND	N	28896	47	1277	157460	0
T	4.1	20191104	NMFS	NMFS	02	031702	0					2	3	1978	19800515	19800615	1M1NE109 1099998	1F1NE109 1099999	1F1NE109 1010090		H			9.71		N	5000	2698			0000	1069	5000	0	C	0	3				TOLEDO HARBOR 109-10	LITTLE PORT WALTER	SASHIN CR	AK	SEAK	SENE	N	2698	0	0	1069	0
T	4.1	20191104	NMFS	NMFS	02	031749	0					2	3	1980	19820515	19820515	1M1NE109 1099999	1F1NE109 1099999	1F1NE109 1010090		H			13.56		N	5000	5126			5000	21			C	0.0041	12				L PORT WALTER 109-10	LITTLE PORT WALTER	SASHIN CR	AK	SEAK	SENE	N	5126	0	21	0	0
N	4.1	20200127	ADFG	ADFG	12	!12762ADFG32						2		1975	19760623	19760623	1F4KD259 1010035	1F2UC247 5010150	1F1SE106 4410240	G	H	P		1.03		N					0000	3000									DARK LK 259-10	FIRE LAKE	BLIND SLOUGH	AK	WEAK	KODI	N	0	0	0	3000	0
N	4.1	20200302	WDFW	COOP	04	!04H00021834						2		1979	19800310	19800310	3M21802	3F21802  226015 H	3F21802  220462 S	F	H			0.39							0000	90000			B						GRAYS HARBOR ESTUARY	GRAYS HARBOR 4-H CLB	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	90000	0
N	4.1	20200302	WDFW	WDFW	04	!04H00016840						2		1972	19730611	19730611	3F10208  030392 R	3F10107  030017 H	3F10107  030017 S	G	H			2.57							0000	35552			B						FINNEY CR    03.0392	SAMISH HATCHERY	SAMISH   (FRIDAY CR)	WA	SKAG	UPSK	N	0	0	0	35552	0
T	4.1	20200124	CDFO	CDFR	03	080104	0					2	3	1973	1974	197406	2FS  GSVIR0111	2FS  GSVIH0111	2FS  GSVIS0100		H	E		5.97			5000	808			5000	61				0.0702				ACCELERATION EXPERIMENT	R-Rosewall Cr	H-Rosewall Creek H	S-Big Qualicum R	BC	GST	GSVI	N	808	0	61	0	0
N	4.1	20060425	USFWS	USFWS	07	!07198200084						2		1980	19820329	19820331	3F21703  210139 R	3F21702  210429 H		S	H	P		39.14		N					0009	210900									SALMON R     21.0139	QUINAULT NFH -COOK C	NA	WA	NWC	QEQU	C	0	0	0	210900	0
T	4.1	20200302	WDFW	WDFW	04	631729	0					2		1976	197804	19780602	3F10308  070146 R		3F10308  070146 S	P	W	O		15.11		N	5000	24168			5000	245				0.0101				BO=W(WILD) STOCK IS LITTLE PILCHUCK, NOT SNOHOMISH	LTL PILCHUCK 07.0146	NA	LTL PILCHUCK 07.0146	WA	NPS	SNOH	N	24168	0	245	0	0
T	4.1	20200302	WDFW	WDFW	04	631825	0					2		1977	197904	19790609	3F10308  070012 R03		3F10308  070012 S03	G	W	O		9.07		N	5000	33841			5000	1031				0.03	2			BO=W(WILD)	SKYKOMISH R -SF (07)	NA	SKYKOMISH R-SF STOCK	WA	NPS	SNOH	N	33841	0	1031	0	0
T	4.1	20200302	WDFW	WDFW	04	631830	0					2		1976	197805	19780530	3F10513  140021 R		3F10513  140021 S	P	W	O		15.11		N	5000	7682			5000	78				0.01	1			BO=W(WILD) STOCK SHOULD BE SKOOKUM CR. 14.0020-NEEDS TO BE ADDED TO DROP DOWN. E	LITTLE CR    14.0021	NA	LITTLE CR    14.0021	WA	SPS	KENN	N	7682	0	78	0	0
T	4.1	20200302	WDFW	WDFW	04	631849	0					2		1977	197904	19790613	3F10412  150503 R		3F10412  150503 S	P	W	O		15.11		N	5000	43164									1			BO=W(WILD)	UNION R      15.0503	NA	UNION R      15.0503	WA	HOOD	WKIT	N	43164	0	0	0	0
T	4.1	20200302	WDFW	WDFW	04	631906	0					2		1977	197904	19790611	3F10308  070364 R		3F10308  070364 S	P	W	O		15.11		N	5000	95238			5000	477				0.005	1			BO=W(WILD) THIS IS GRIFFIN CREEK STOCK 07.0364-ADD TO STOCK LIST  USED SNOHOMISH	GRIFFIN CR   07.0364	NA	GRIFFIN CR   07.0364	WA	NPS	SNOH	N	95238	0	477	0	0
T	4.1	20200218	ODFW	OAF	05	001413	0					2		1975	19760601	19760630	5M221    236	5F22106  H6     23	5F221    OAFS		H	P		13.74			5000	2461													WRIGHT CR (YAQUINA)	ORE-AQUA FOODS/WRIGH	OAF-SILETZ	OR	NOOR	SIYA	N	2461	0	0	0	0
T	4.1	20200302	WDFW	WDFW	04	632247	0					2		1979	198104	19810517	3F10308  070012 R03		3F10308  070012 S03	P	W	O		15.11		N	5000	40839			5000	946				0.0228	1			BO=W(WILD)	SKYKOMISH R -SF (07)	NA	SKYKOMISH R-SF STOCK	WA	NPS	SNOH	N	40839	0	946	0	0
T	4.1	20200302	WDFW	WDFW	04	631930	0					2		1977	197904	19790615	3F10412  150389 R		3F10412  150389 S	P	W	O		11.33		N	5000	71539			5000	287				0.004	2			BO=W(WILD)	BIG BEEF CR  15.0389	NA	BIG BEEF CR  15.0389	WA	HOOD	WKIT	N	71539	0	287	0	0
T	4.1	20200302	WDFW	WDFW	04	632218	0					2		1979	198105	19810606	3F10308  070283 R		3F10308  070283 S	P	W	O		15.11		N	5000	33990			5000	286	0000	85	B	0.005	1			BO=W(WILD)	HARRIS CR    07.0283	NA	HARRIS CR    07.0283	WA	NPS	SNOH	N	33990	0	286	85	0
T	4.1	20200302	WDFW	WDFW	04	632246	0					2		1979	198104	19810518	3F10308  050001 R		3F10308  050001 S	P	W	O		15.11		N	5000	41474			5000	422	0000	129	B	0.0063	1			BO=W(WILD)	STILLAGUAMISH R	NA	STILLAGUAMISH R	WA	NPS	STIL	N	41474	0	422	129	0
T	4.1	20200302	WDFW	WDFW	04	632316	0					2		1979	198104	19810514	3F10513  130028 R		3F10513  130028 S	P	W	O		15.11		N	5000	19369			5000	767				0.0387	1			BO=W(WILD)	DESCHUTES R  13.0028	NA	DESCHUTES R  13.0028	WA	SPS	DES	N	19369	0	767	0	0
T	4.1	20200127	ADFG	ADFG	01	041647	0					2	3	1976	19770901	19771001	1F1NE111 3510050035		1F1NE111 3510050035	P	W						5000	5825								0					CRESCENT LK 111-35	NA	CRESCENT LK 111-35	AK	TAWH	TAWHG	N	5825	0	0	0	0
T	4.1	20200218	ODFW	OAF	05	600438	0					2		1978	19790701	19790731	5M221    231	5F22101  H1     23	5F221    OAFY		H			26.45			5000	803									4				SOUTH BEACH - OAF	ORE-AQUA FOODS/YAQUI	OAF-YAQUINA	OR	NOOR	SIYA	N	803	0	0	0	0
N	4.1	20200302	WDFW	WDFW	04	!04H00016841						2		1972	19730611	19730611	3F10208  030227 R	3F10107  030017 H	3F10107  030017 S	G	H			2.26							0000	59400			B						NOOKACHAMPS CR3.0227	SAMISH HATCHERY	SAMISH   (FRIDAY CR)	WA	SKAG	LOSK	N	0	0	0	59400	0
N	4.1	20200127	ADFG	ADFG	12	!12762ADFG44						2		1975	19760723	19760723	1F2LC241 1410660010	1F2UC247 5010150	1F2LC231 3099998	G	H	P		2.25		N					0000	64100									CARIBOU LK 241-14	FIRE LAKE	SEWARD LAGOON	AK	CEAK	UCI	N	0	0	0	64100	0
N	4.1	20200127	ADFG	ADFG	12	!12782ADFG21						2		1977	19780705	19780705	1F2UC247 5010300010	1F2UC247 5010330010	1F2UC247 5010330050	G	H	P		0.71		N					0001	4992									WASILLA LK 247-50	BIG LAKE	MEADOW CR 247-50	AK	CEAK	UCI	N	0	0	0	4992	0
N	4.1	20200127	ADFG	ADFG	12	!12782ADFG36						2		1977	19780621	19780621	1F2LC231 3010080996	1F2UC247 5010150	1F2LC231 3099998	G	H	P		1.42		N					0000	68820									BEAR LK 231-30	FIRE LAKE	SEWARD LAGOON	AK	CEAK	LCI	N	0	0	0	68820	0
T	4.1	20200302	WDFW	UW	04	110210	0					2		1974	197506	197506	3F10510  080028 R	3F10510  080028 H	3F10510  080028 S	G	H	E		9.15		N	5000	19090			0000	76360			B						PORTAGE BAY/SHIP CNL	PORTAGE BAY HATCHERY	PORTAGE BAY STOCK UW	WA	MPS	LAKW	N	19090	0	0	76360	0
T	4.1	20200302	WDFW	DOMS	04	624816	0					2		1977	197806	197806	3M10510  888101 H	3M10510  888102 H	3F              S	P	H	E		11.93		N	5000	4350			0000	15000	5000	650	B		4				LITTLE CLAM BAY PENS	MANCHESTER FUEL DEPT	WASHINGTON - GENERAL	WA	MPS	EKPN	N	4350	0	650	15000	0
T	4.1	20200302	WDFW	WDFW	04	631963	0					2		1978	19800521	19800521	3F10513  150048 R	3F10513  150048 H	3F10513  150048 S	S	H	B		26.68		N	5000	3553			5000	17					67				MINTER CR    15.0048	MINTER CR HATCHERY	MINTER CR    15.0048	WA	SPS	EKPS	N	3553	0	17	0	0
T	4.1	20200302	WDFW	WDFW	04	632133	0					2		1979	19810322	19810514	3F10412  150389 R		3F10412  150389 S	P	W	O		15.11		N	5000	61642			5000	1151	0000	414	B	0.013	1			BO=W(WILD)	BIG BEEF CR  15.0389	NA	BIG BEEF CR  15.0389	WA	HOOD	WKIT	N	61642	0	1151	414	0
T	4.1	20200302	WDFW	WDFW	04	131617	0					2		1975	197704	19770515	3F10513  140029 R		3F10513  140029 S	P	W	O		15.11		N	5000	39604			5000	200				0.01				BO=W(WILD) THIS IS MILL CREEK 14.0029 STOCK NOT ALLISON SPRINGS	MILL CR      14.0029	NA	MILL CR      14.0029	WA	SPS	KENN	N	39604	0	200	0	0
T	4.1	20200302	WDFW	COOP	04	631836	0					2		1977	197905	197905	3M10510  888105 H	3M10510  888105 H	3F10208  030435 S	S	H	P		37.79		N	5000	4414			0000	103452			B		1				ELLIOTT BAY SEAPENS	ELLIOTT BAY SEAPENS	BAKER R      03.0435	WA	MPS	DUWA	N	4414	0	0	103452	0
T	4.1	20200218	ODFW	OAF	05	603535	0					2		1980	19810617	19810617	5M221    231	5F22101  H1     23	5F221    OAFY		H	E		17.19			5000	3032									20				SOUTH BEACH - OAF	ORE-AQUA FOODS/YAQUI	OAF-YAQUINA	OR	NOOR	SIYA	N	3032	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	040207	0					2		1975	19770401	19770401	1F1NE111 5010500	1F1SE106 4410310			H	P		14.63			5000	10097								0					MENDENHALL R 111-50	CRYSTAL LAKE	NA	AK	SEAK	SENE	N	10097	0	0	0	0
