record_code	format_version	submission_date	reporting_agency	release_agency	coordinator	tag_code_or_release_id	tag_type	first_sequential_number	last_sequential_number	related_group_type	related_group_id	species	run	brood_year	first_release_date	last_release_date	release_location_code	hatchery_location_code	stock_location_code	release_stage	rearing_type	study_type	release_strategy	avg_weight	avg_length	study_integrity	cwt_1st_mark	cwt_1st_mark_count	cwt_2nd_mark	cwt_2nd_mark_count	non_cwt_1st_mark	non_cwt_1st_mark_count	non_cwt_2nd_mark	non_cwt_2nd_mark_count	counting_method	tag_loss_rate	tag_loss_days	tag_loss_sample_size	tag_reused	comments	release_location_name	hatchery_location_name	stock_location_name	release_location_state	release_location_rmis_region	release_location_rmis_basin	record_origin	tagged_adclipped	tagged_unclipped	untagged_adclipped	untagged_unclipped	untagged_unknown
T	4.1	20200127	ADFG	ADFG	01	042435	0					2	3	1983	19840712	19840712	1F1NW113 7310030010		1F1NW113 7310030010	P	W				84		5000	5629								0	0				FORD ARM LK 113-73	NA	FORD ARM LK 113-73	AK	SEAK	SENW	N	5629	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	042922	0					2	3	1987	19880709	19880715	1F1NW113 7310030010		1F1NW113 7310030010	P	W				85		5000	11108								0	0				FORD ARM LK 113-73	NA	FORD ARM LK 113-73	AK	SEAK	SENW	N	11108	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	042838	0					2	3	1987	19890422	19890529	1F1NW113 6210050		1F1NW113 6210050	S	W						5000	3032			5000	15				0.0049	0			MIXED BROOD YEARS MARKED. MOST 85BY	EAGLE R 113-62	NA	EAGLE R 113-62	AK	SEAK	SENW	N	3032	0	15	0	0
T	4.1	20200127	ADFG	ADFG	01	042840	0					2	3	1988	19900520	19900520	1F1NE111 5010420		1F1NE111 5010420010	S	W	E			100	N	5000	2494								0				85-88 BROOD YEARS MARKED	AUKE CR 111-50	NA	AUKE LK 111-50	AK	SEAK	SENE	N	2494	0	0	0	0
T	4.1	20200218	ODFW	OAF	05	603756	0					2		1984	19850713	19850713	5M221    2320	5M22120  H20    23	5F221    OAF		H	E		36.03			5000	7598			5000	89			W	0.012	22				OFFSHORE (OR COAST)	ORE-AQUA FOODS/OFFSH	ORE-AQUA FOODS	OR	ORGN	ORGNG	N	7598	0	89	0	0
T	4.1	20200127	ADFG	ADFG	01	042416	0					2	3	1983	19841007	19841009	1F1NE115 3210250993		1F1NE115 3210250	P	W						5000	1692			5000	9				0.0053	2			81-83 BROOD YEARS MARKED. MOST 82BY	CHILKAT PONDS 115-32	NA	CHILKAT R 115-32	AK	CHIL	CHILG	N	1692	0	9	0	0
T	4.1	20200127	ADFG	ADFG	01	042417	0					2	3	1983	19841013	19841013	1F1NE115 3210250993		1F1NE115 3210250	P	W						5000	1792			5000	18				0.0099	12			81-83 BROOD YEARS MARKED. MOST 82BY	CHILKAT PONDS 115-32	NA	CHILKAT R 115-32	AK	CHIL	CHILG	N	1792	0	18	0	0
T	4.1	20200127	ADFG	ADFG	01	042924	0					2	3	1986	19880427	19880525	1F1SE101 3010750010		1F1SE101 3010750010	S	W						5000	5202			5000	90				0.017	1			84-85 BROOD YEARS MARKED	HUGH SMITH LK 101-30	NA	HUGH SMITH LK 101-30	AK	SEAK	SESE	N	5202	0	90	0	0
N	4.1	20200218	ODFW	ODFW	05	!05NT3363						2		1982	19830225	19830225	5F332    0300301000	5F33405  H5     21	5F332    14		H	P		3.02							0000	63240									BEAVER CR (SANDY R)	CASCADE HATCHERY	TANNER CR (BNVILLE)	OR	LOCR	SAND	N	0	0	0	63240	0
T	4.1	20200127	ADFG	ADFG	01	041339	0					2	3	1985	19860925	19860929	2FN  TRANR0046		2FN  TRANS0046	P	W				75		5000	1818								0	0				R-Tatsamenie Lk	NA	S-Tatsamenie Lk	BC	TAWH	TAWHG	N	1818	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	042931	0					2	3	1988	19900525	19900602	1F1NE115 2010100		1F1NE115 2010100	S	W				105	N	5000	10540								0	0				BERNERS R 115-20	NA	BERNERS R 115-20	AK	SEAK	SENE	N	10540	0	0	0	0
T	4.1	20200127	ADFG	ADFG	12	311652	0					2		1984	19860618	19860618	1F2UC244 3010050024	1F2UC244 3010050024	1F2UC244 3010050024		H	E		22.7			5000	10247			0000	31754	5000	361		0.034	202				CROOKED CR 244-30	CROOKED CREEK	CROOKED CR 244-30	AK	CEAK	UCI	N	10247	0	361	31754	0
N	4.1	20200218	ODFW	ODFW	05	!05NT4814						2		1988	19900326	19900328	5F334    0700200000	5F33405  H5     21	5F332    14	S	H	P		30.98		N					0000	202315									UMATILLA R	CASCADE HATCHERY	TANNER CR (BNVILLE)	OR	CECR	UMAT	N	0	0	0	202315	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO84124						2	3	1984	19850816	19850816	2FS  NWVIR1626	2FS  NWVIH9005	2FS  NWVIS1626	F	H	B		6		N					0000	15000									R-Goodspeed R	H-Cordy Creek H	S-Goodspeed R	BC	WCVI	NWVI	N	0	0	0	15000	0
T	4.1	20200127	ADFG	ADFG	01	043105	0					2	3	1988	19900603	19900610	1F1NE115 2010100		1F1NE115 2010100	S	W				100	N	5000	1580								0	0				BERNERS R 115-20	NA	BERNERS R 115-20	AK	SEAK	SENE	N	1580	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	043151	0					2	3	1990	19920503	19920528	1F1SE101 3010750010		1F1SE101 3010750010	S	W	I			114	N	5000	5514								0	0				HUGH SMITH LK 101-30	NA	HUGH SMITH LK 101-30	AK	SEAK	SESE	N	5514	0	0	0	0
T	4.1	20200124	CDFO	CDFR	03	080804	0					2	3	1989	19910508	19910521	2FS  GSVIR0341		2FS  GSVIS0341	S	W	I					5000	10293			5000	221				0.021	2	422			R-Mesachie Cr	NA	S-Mesachie Cr	BC	GST	GSVI	N	10293	0	221	0	0
T	4.1	20200124	CDFO	CDFO	03	022853	0					2	3	1983	198409	19840927	2FS  GSMNR0482	2FS  GSMNH0124	2FS  GSMNS0124	F	H	B		9.9		N	5000	9911			0000	116					1				R-Sliammon Lk	H-Sliammon River H	S-Sliammon R	BC	GST	GSMN	N	9911	0	0	116	0
N	4.1	20200124	CDFO	CDFO	03	!03RV8536						2	3	1985	198608	19860811	2FS  GSVIR1883	2FS  GSVIH0111	2FS  GSVIS1656	F	H	B		7		N					0002	4022								COLONIZATION; MARKED FOR ESCAPEMENT I.D.	R-Washer Cr	H-Rosewall Creek H	S-Baynes Snd Strms	BC	GST	GSVI	N	0	0	0	4022	0
N	4.1	20200218	ODFW	ODFW	05	!05NT3584						2		1981	19820414	19820415	5F222    1800200000	5F22227  H27    21	5F222    33		H	P		1.91							0000	187703									SILETZ R	SILETZ HATCHERY	SILETZ R (SILETZ HT)	OR	NOOR	SIYA	N	0	0	0	187703	0
T	4.1	20200127	ADFG	ADFG	01	042306	0					2	3	1982	19840514	19840520	1F1SE101 3010750010		1F1SE101 3010750010	S	W						5000	5229			5000	145				0.027	0				HUGH SMITH LK 101-30	NA	HUGH SMITH LK 101-30	AK	SEAK	SESE	N	5229	0	145	0	0
T	4.1	20200127	ADFG	ADFG	01	042842	0					2	3	1986	19880512	19880526	1F1SE101 2910060		1F1SE101 2910060	S	W						5000	4014			5000	20				0.005	0			85-86 BROOD YEARS MARKED	VALLENAR CR 101-29	NA	VALLENAR CR 101-29	AK	SEAK	SESE	N	4014	0	20	0	0
T	4.1	20200127	ADFG	ADFG	01	043732	0					2	3	1990	19920529	19920605	1F1NE115 2010100		1F1NE115 2010100	S	W	I			105	N	5000	11180								0	0			88-90 BROOD YEARS MARKED	BERNERS R 115-20	NA	BERNERS R 115-20	AK	SEAK	SENE	N	11180	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	042644	0					2	3	1985	19870429	19870614	1F1NE112 4210250		1F1NE112 4210250	S	W				80		5000	2794								0	0			84-85 BROOD YEARS MARKED	KADASHAN R 112-42	NA	KADASHAN R	AK	SEAK	SENE	N	2794	0	0	0	0
N	4.1	20200302	WDFW	COOP	04	!04H00039429						2		1989	19900330	19900330	3F10609  170203 R	3F10609  1773275E	3F10412  170012 S	S	H			51.99							0000	5200			B						CHIMACUM CR  17.0203	CHIMACUM HS	BIG QUILCENE 17.0012	WA	JUAN	ELDU	N	0	0	0	5200	0
T	4.1	20191104	NMFS	NSRAA	02	031758	0					2	3	1981	19830615	19830615	1F1NE111 4010150	1F1NE111 4010150	1F1NE111 5010500003		H			16.35		N	5000	30742			0000	11229	5000	0	C	0	107				SALMON CR 111-40	SALMON CREEK	MONTANA CR 111-50	AK	SEAK	SENE	N	30742	0	0	11229	0
T	4.1	20191104	NMFS	NMFS	02	031842	0					2	3	1983	19850515	19850515	1F1NE111 5010420	1F1NE111 5010420999	1F1NE111 5010420		H			15		N	5000	5240			5000	53			C	0.0101	30			AD-LV	AUKE CR 111-50	AUKE CREEK	AUKE CR	AK	SEAK	SENE	N	5240	0	53	0	0
T	4.1	20200302	WDFW	WDFW	04	634103	0					2		1989	19910426	19910426	3F10308  070219 R	3F10308  070219 H84	3F10308  070012 S71	S	H	E		19.71		N	5000	20154			5000	119			B						SNOQUALMIE R 07.0219	HABITAT MGMT-SNOQUAL	MAY CR + WALLACE CR	WA	NPS	SNOH	N	20154	0	119	0	0
N	4.1	20200218	ODFW	ODFW	05	!05NT3360						2		1982	19830224	19830224	5F333    0201421000	5F33405  H5     21	5F332    14		H	P		3.02							0000	98900									ROCK CR (WILLAMETTE)	CASCADE HATCHERY	TANNER CR (BNVILLE)	OR	LOCR	WILL	N	0	0	0	98900	0
N	4.1	20200124	CDFO	CDFO	03	!03LV8723						2	3	1987	198808	19880810	2FS  GSVIR2587	2FS  GSVIH0118	2FS  GSVIS2538	F	H	B		1.54		N					0001	7686								COLONIZATION; MARKED FOR ESCAPEMENT I.D.	R-Bings Cr	H-Cowichan River H	S-Cowichan Lk Tribs	BC	GST	GSVI	N	0	0	0	7686	0
T	4.1	20200218	ODFW	ANAD	05	621815	0					2		1984	19860625	19860630	5F221    233	5F22103  H3     23	5F221    ANAD		H	P		40.53			5000	10771			5000	109			W	0.01	75				ANAD INC (COOS BAY)	ANAD INC (COOS BAY)	ANAD INC (COOS BAY)	OR	SOOR	COOS	N	10771	0	109	0	0
T	4.1	20191104	NMFS	NMFS	02	032021	0					2	3	1984	19860515	19860515	1F1NE111 5010420	1F1NE111 5010420999	1F1NE111 5010420		H			13		N	5000	1229			5000	16			C	0.013	60			AD-LV; 0 EXCERCISE LEVEL	AUKE CR 111-50	AUKE CREEK	AUKE CR	AK	SEAK	SENE	N	1229	0	16	0	0
T	4.1	20200127	ADFG	ADFG	01	042459	0					2	3	1985	19860817	19860828	2FN  TRANR1062		2FN  TRANS1062	P	W				82		5000	4872								0	0				R-Nahlin R	NA	S-Nahlin R	BC	TAWH	TAWHG	N	4872	0	0	0	0
N	4.1	20200127	ADFG	ADFG	12	!12882ADFG48						2		1987	19881005	19881005	1F2UC247 6010170	1F2UC244 3010050024	1F2UC244 3010050024	G	H	P		10		N					0000	27125									SIX MILE CR 247-60	CROOKED CREEK	CROOKED CR 244-30	AK	CEAK	UCI	N	0	0	0	27125	0
T	4.1	20200127	ADFG	ADFG	12	311832	0					2		1987	19890517	19890517	1F2UC247 4110100231	1F2UC247 5010060999	1F2UC247 4110100		H	P		19.9			5000	25133			0000	283498	5000	513		0.02	67				NANCY LK 247-41	FORT RICHARDSON	LITTLE SUSITNA R	AK	CEAK	UCI	N	25133	0	513	283498	0
N	4.1	20200218	ODFW	ODFW	05	!05NT4731						2		1987	19890425	19890425	5F222    1600202000	5F22223  H23    21	5F222    55	S	H	P		41.92		N					0000	73199									ROCK CR (N UMPQUA R)	ROCK CR HATCHERY	UMPQUA R (ROCK CR HT)	OR	SOOR	UMPQ	N	0	0	0	73199	0
N	4.1	20200218	ODFW	ODFW	05	!05NT4630						2		1987	19890531	19890531	5F222    1500500000	5F22208  H8     21	5F222    52	S	H	P		40.79		N					0000	47421									ROGUE R 4	COLE RIVERS HATCHERY	COLE RIVERS HATCHERY	OR	SOOR	ROGU	N	0	0	0	47421	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO90161						2	3	1990	199103	199103	2FS  GSMNR1351	2FS  GSMNH1655	2FS  GSMNS0112	F	H	B	FR	0.5		N					0000	3300			B						R-MacKay Cr	H-North Vancouver Schools	S-Seymour R/GSMN	BC	GST	GSMS	N	0	0	0	3300	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO90197						2	3	1990	199106	199106	2FS  GSVIR1594	2FS  GSVIH2206	2FS  GSVIS2174	F	H	B		2.35		N					0000	15000								COLONIZATION	R-Kinkade Swamp	H-MacBlo/ Englishman Chan	S-Englishman+LQual	BC	GST	GSVI	N	0	0	0	15000	0
N	4.1	20200218	ODFW	ODFW	05	!05NT4956						2		1989	19900601	19900601	5F222    1705000000	5F22237  H37    21	5F222    63	F	H	P		2.33		N					0000	281607									EEL LK (COOS BASIN)	BANDON HATCHERY	EEL LK (COOS BASIN)	OR	SOOR	COOS	N	0	0	0	281607	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO8449						2	3	1984	198506	19850623	2FN  NCSTR1891	2FN  CCSTH0308	2FN  NCSTS0308	F	H	B		1.2		N					0000	28250								LAKE STOCKING	R-First Lk/NCST	H-Hartley Bay Creek H	S-Hartley Bay Cr	BC	NOBC	NCST	N	0	0	0	28250	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO8470						2	3	1984	198511	19851101	2FS  GSMNR0282	2FS  GSMNH0282	2FS  GSMNS0282	F	H	B				N					0000	15000									R-Ouillet Cr	H-Ouillet Creek H	S-Ouillet Cr	BC	GST	GSMS	N	0	0	0	15000	0
N	4.1	20200218	ODFW	ODFW	05	!05NT3115						2		1984	19850530	19850530	5F333    0300210020	5F33226  H26    21	5F332    11		H	P		1.63							0000	51986									DELPH CR (CLACKAMAS)	SANDY HATCHERY	SANDY HATCHERY (SANDY R)	OR	LOCR	WILL	N	0	0	0	51986	0
T	4.1	20020328	NWIFC	QDNR	14	213101	9					2		1987	19890424	19890609	3F21703  210065 R		3F21703  210016 S	S	W	K				N	5000	1528							C						CHRISTMAS CR 21.0065	NA	QUEETS R     21.0016	WA	NWC	QEQU	C	1528	0	0	0	0
