record_code	format_version	submission_date	reporting_agency	release_agency	coordinator	tag_code_or_release_id	tag_type	first_sequential_number	last_sequential_number	related_group_type	related_group_id	species	run	brood_year	first_release_date	last_release_date	release_location_code	hatchery_location_code	stock_location_code	release_stage	rearing_type	study_type	release_strategy	avg_weight	avg_length	study_integrity	cwt_1st_mark	cwt_1st_mark_count	cwt_2nd_mark	cwt_2nd_mark_count	non_cwt_1st_mark	non_cwt_1st_mark_count	non_cwt_2nd_mark	non_cwt_2nd_mark_count	counting_method	tag_loss_rate	tag_loss_days	tag_loss_sample_size	tag_reused	comments	release_location_name	hatchery_location_name	stock_location_name	release_location_state	release_location_rmis_region	release_location_rmis_basin	record_origin	tagged_adclipped	tagged_unclipped	untagged_adclipped	untagged_unclipped	untagged_unknown
T	4.1	20190118	YAKA	YAKA	11	190486	12					2	5	2016	20180420	20180501	3F42001  480002 R	3F42001  480002 H	3F42001  480002 S	S	H	B	VO	25	131	N	0000	24432			0000	397			B	0.016	267	250		CWT non-ad clipped	METHOW R     48.0002	WINTHROP NFH	METHOW R     48.0002	WA	UPCR	MEOK	N	0	24432	0	397	0
T	4.1	20180103	CDFW	USACE	08	060640	14	0	97504			2	4	2015	20161102	20161128	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	9.5	91	N	0000	54577			0000	1748			C		26	5640		15% PIT tagged.  9513 released Marin County Walker Creek.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	54577	0	1748	0
T	4.1	20180103	CDFW	USACE	08	060820	14	0	69440			2	4	2015	20170329	20170522	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	19	120	N	0000	37811			0000	697			C		26	3781		15% PIT tagged.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	37811	0	697	0
T	4.1	20190118	YAKA	YAKA	11	190487	12					2	5	2016	20180430	20180521	3F42001  480002 R	3F42001  290131 H03	3F42001  480002 S	S	H	B	VO	27.3	133	N	0000	23871			0000	789			B	0.032	302	250		CWT non-ad clipped	METHOW R     48.0002	WILLARD NFH	METHOW R     48.0002	WA	UPCR	MEOK	N	0	23871	0	789	0
T	4.1	20190805	CDFW	USACE	08	061432	14	0	88352			2	4	2017	20180615	20190307	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	10.9	95	N	0000	54044			0000	955			C		24	5404		20% PIT tagged	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	54044	0	955	0
T	4.1	20190118	YAKA	YAKA	11	190488	12					2	5	2016	20180430	20180521	3F42001  480002 R	3F42001  290131 H03	3F42001  480002 S	S	H	B	VO	27.3	133	N	0000	31822			0000	1052			B	0.032	305	250		CWT non-ad clipped	METHOW R     48.0002	WILLARD NFH	METHOW R     48.0002	WA	UPCR	MEOK	N	0	31822	0	1052	0
T	4.1	20180103	CDFW	USACE	08	060823	14	0	28626			2	4	2015	20161104	20161129	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	9.5	196	N	0000	6514			0000	196			C		21	651		30% PIT tagged.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	6514	0	196	0
T	4.1	20180103	CDFW	USACE	08	060824	14	0	33082			2	4	2015	20170301	20170303	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	15.8	111	N	0000	15876			0000	528			C		44	1587		15% PIT tagged.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	15876	0	528	0
T	4.1	20190410	NWIFC	SUQ	14	210443	13					2	3	2016	20180521	20180521	3M10510  888109 R	3F10510  090113 H02	3F10510  090113 S	S	H	P	FR	41.24		W	5000	44925			5000	378273			B	0		495		E.B. Release *3263 CWT released in Keta Creek*	ELLIOTT BAY TRIBAL NP	KETA CREEK COMPLEX	CRISP CR     09.0113	WA	MPS	DUWA	N	44925	0	378273	0	0
T	4.1	20190118	YAKA	YAKA	11	190481	12					2	5	2016	20180501	20180611	3F42001  480374 H01	3F42001  290131 H03	3F42001  480002 S	S	H	B	VO	25.6	134	N	0000	77109			0000	1095			B	0.014	294	500		CWT non-ad clipped + 4528 PIT released	TWISP ACCLIMATION PD	WILLARD NFH	METHOW R     48.0002	WA	UPCR	MEOK	N	0	77109	0	1095	0
T	4.1	20190118	YAKA	YAKA	11	190482	12					2	5	2016	20180430	20180529	3F42001  481059 R	3F42001  290131 H03	3F42001  480002 S	S	H	B	VO	25.4	134	N	0000	54300			0000	438			B	0.008	282	500		CWT non-ad clipped + 3917 PIT released	WOLF CR      48.1059	WILLARD NFH	METHOW R     48.0002	WA	UPCR	MEOK	N	0	54300	0	438	0
T	4.1	20190118	YAKA	YAKA	11	190000	12					2	5	2016	20180501	20180611	3F42001  480104 R	3F42001  290131 H03	3F42001  480002 S	S	H	B	VO	23	128	N	0000	33175			0000	677			B	0.0199	327	500		CWT non-ad clipped + 3966 PIT released	GOLD  CR     48.0104	WILLARD NFH	METHOW R     48.0002	WA	UPCR	MEOK	N	0	33175	0	677	0
T	4.1	20190805	CDFW	USACE	08	061433	14	0	39001			2	4	2017	20181120	20181206	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	10.9	95	N	0000	21917			0000	402			C		30	2191		20% PIT tagged	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	21917	0	402	0
T	4.1	20190805	CDFW	USACE	08	061434	14	0	55847			2	4	2017	20181115	20190423	6FBRR	6FBRRDRC WSFH	6FBRR	S	H	E	FR	17.8	115	N	0000	25307			0000	110			C		26	2556		20% PIT tagged	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	25307	0	110	0
T	4.1	20190805	CDFW	USACE	08	061556	14	0	36536			2	4	2017	20190319	20190429	6FBRR	6FBRRDRC WSFH	6FBRR	S	H	E	FR	17.8	115	N	0000	20064			0000	244			C		25	2037		20% PIT tagged	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	20064	0	244	0
T	4.1	20180912	NWIFC	MIT	14	211233	13					2	3	2016	20180427	20180501	3F10510  090113 R02	3F10510  090113 H02	3F10510  090072 S	S	H	P	FR	30.24		N	5000	52293			5000	462354	0000	16499	B	0.0038		524		Keta Release	CRISP CR AT KETA CR	KETA CREEK COMPLEX	BIG SOOS CR  09.0072	WA	MPS	DUWA	N	52293	0	462354	16499	0
T	4.1	20190805	CDFW	USACE	08	061557	14	0	31495			2	4	2017	20181106	20190429	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	9.9	94	N	0000	13073			0000	283			C		23	1307		20% PIT tagged	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	13073	0	283	0
T	4.1	20180912	USFWS	USFWS	07	056037	12			D	0720181675	2		2016	20180419	20180419	3F10412  170012 R	3F10412  170012 H	3F10412  170012 S	S	H	K	FR	24.05		N	5000	70322			5000	311226			B	0.01	86	500		QUIL001675	BIG QUILCENE 17.0012	QUILCENE NFH	BIG QUILCENE 17.0012	WA	HOOD	LUDA	N	70322	0	311226	0	0
T	4.1	20180912	USFWS	USFWS	07	056039	12					2		2016	20180419	20180419	3F10412  170012 R	3F10412  170012 H	3F10412  170012 S	S	H	K	FR	24.05		N	5000	39835			5000	175427			B	0.006	83	500		QUIL001675	BIG QUILCENE 17.0012	QUILCENE NFH	BIG QUILCENE 17.0012	WA	HOOD	LUDA	N	39835	0	175427	0	0
T	4.1	20180912	USFWS	USFWS	07	056038	12			D	0720181675	2		2016	20180419	20180419	3F10412  170012 R	3F10412  170012 H	3F10412  170012 S	S	H	K	FR	24.05		N	0000	70095			0000	1824			B	0.012	86	500		QUIL001675	BIG QUILCENE 17.0012	QUILCENE NFH	BIG QUILCENE 17.0012	WA	HOOD	LUDA	N	0	70095	0	1824	0
T	4.1	20200113	CDFW	CDFW	08	061431	14	0	70299			2	4	2016	20180411	20180523	6FBRR	6FBRRDRC WSFH	6FBRR	Y	H	E	FR	18.88	119	N	0000	35753			0000	289			C		23	3604		20% PIT tagged. USACE.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	35753	0	289	0
N	4.1	20200127	ADFG	VFDA	01	!01182VFDA02						2	3	2016				1F2PW221 6011360	1F2PW221 6011360999		H	P				D					0500	0			B					NET PEN BROKE LOOSE AND ENDED UP ON THE BEACH.  100% MORTALITY OF 20,000 FISH	NA	SOLOMON GULCH	SOLOMON GULCH H	NA			N	0	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	0401060205	15					2	3	2017	20180521	20180604	1F1NE115 2010100		1F1NE115 2010100	E	W	O			36	N	5000	892			5000	106			C	0.1062					BERNERS R 115-20	NA	BERNERS R 115-20	AK	SEAK	SENE	N	892	0	106	0	0
T	4.1	20200127	ADFG	ADFG	01	041513	12					2	3	2014	20160524	20160608	1F1NE115 2010100		1F1NE115 2010100	S	W				105	N	5000	5583								0	0	1743			BERNERS R 115-20	NA	BERNERS R 115-20	AK	SEAK	SENE	N	5583	0	0	0	0
N	4.1	20180914	NWIFC	PUYA	14	!142018VY001						2	3	2016	20180515	20180515	3F10511  100027 H01	3F10511  100414 H	3F10511  100414 S	S	H	P	FR	22.68	125						5000	144190			B						CLARKS CRK HATCHERY	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	MPS	PUYA	N	0	0	144190	0	0
T	4.1	20180328	YAKA	YAKA	11	636856	13					2	7	2014	20160420	20160422	3F42001  300002 H	3F42001  300002 H	3F42001         S96	S	H	P	MX	20.62	112	N	5000	51207							B					AD +CWT	KLICKITAT HATCHERY (YKFP)	KLICKITAT HATCHERY (YKFP)	LEWIS R +WASHOUGAL R	WA	CECR	KLIC	N	51207	0	0	0	0
T	4.1	20200113	CDFW	CDFW	08	060818	14	0	79454			2	4	2016	20171102	20171208	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	9.25	91	N	0000	40953			0000	586			C		24	4189		5298 fish released Walker Ck, Marin.  all others Russian, 20% PIT tagged. USACE.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	40953	0	586	0
T	4.1	20200127	ADFG	NSRAA	01	043034	12					2	3	2011	20130504	20130506	1M1NE112 11	1F1NE112 1110110	1F1NE112 1110110999	S	H	P	FR	22.7		N	5000	19494			0000	841164	5000	137	B	0.007		153			KASNYKU BAY 112-11	HIDDEN FALLS	HIDDEN FALLS H	AK	SEAK	SENE	N	19494	0	137	841164	0
N	4.1	20180328	YAKA	YAKA	11	!11YNKL0316						2	7	2014	20160420	20160422	3F42001  300002 H	3F42001  300002 H	3F42001         S96	S	H	P	MX	20.62	112	N					5000	1100053			B					AD	KLICKITAT HATCHERY (YKFP)	KLICKITAT HATCHERY (YKFP)	LEWIS R +WASHOUGAL R	WA	CECR	KLIC	N	0	0	1100053	0	0
N	4.1	20200302	WDFW	COOP	04	!04P00124129						2		2017	20180216	20180216	3F10510  080019 R	3F10510  086085 H	3F10510  080178 S	E	H			0.3							0000	5000									BOEING CR    08.0019	BOEING CR PROJECT	ISSAQUAH CR  08.0178	WA	MPS	LAKW	N	0	0	0	5000	0
T	4.1	20180914	NWIFC	PUYA	14	211239	12					2	3	2016	20180515	20180515	3F10511  10     R73	3F10511  100414 H	3F10511  100414 S	S	H	P	FR	18.98	120		5000	97436			5000	2564			B	0.0256		195		50 k Cowskull 50 k Rushing	COWSKL & RUSHWTR PDS	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	MPS	PUYA	N	97436	0	2564	0	0
T	4.1	20151207	CDFW	NMFS	08	060713	14	1	25301			2	3	2013	20150319	20150413	6FDSC	6FDSC BC KING	6FDSC	S	H	E	FR	29.4	137	N	0000	14573			0000	29			C		6	410		12441 also pit tagged.  Saprolegnia outbreak.  All fish released healthy.	SCOTT CREEK	KINGFISHER FLAT HATCHERY	SCOTT CREEK	CA	CECA	SAMO	N	0	14573	0	29	0
T	4.1	20190417	USFWS	USFWS	07	055679	12					2		2013	20150414	20150414	3F21704  200015 R	3F21704  200015 H	3F21704  200015 S	S	H	P	FR	27.61		N	5000	52042			5000	160035			B	0.0603	38	514		MAKA001390	TSOO-YESS R      20.0015	MAKAH NFH ON TSOO-YESS R	TSOO-YESS R      20.0015	WA	NWC	QUHO	N	52042	0	160035	0	0
T	4.1	20151215	USFWS	USFWS	07	055309	12					2		2013	20150410	20150410	3F21702  210429 R	3F21702  210429 H	3F21702  210429 S	S	H	B	FR	31.28		N	5000	82009			5000	585722			B	0.008	30	500		QUIN001320	COOK CR      21.0429	QUINAULT NFH -COOK C	COOK CR      21.0429	WA	NWC	QEQU	N	82009	0	585722	0	0
N	4.1	20200302	WDFW	COOP	04	!04P00096758						2	7	2015	20160603	20160603	3F42001  260192 R	3F42001  2672281E	3F42001  260002 S		H		FR	0.9							0000	95									DELAMETER CR 26.0192	CASTLE ROCK HS (CAST	COWLITZ R    26.0002	WA	LOCR	COWL	N	0	0	0	95	0
T	4.1	20200113	CDFW	CDFW	08	061436	14	0	32772			2	4	2016	20180328	20180404	6FBRR	6FBRRDRC WSFH	6FBRR	Y	H	E	FR	16.19	112	N	0000	17463			0000	212			C		16	1771		20% PIT tagged. USACE.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	17463	0	212	0
T	4.1	20200127	ADFG	ADFG	01	043590	12					2	3	2016	20180413	20180515	1F1NE115 3210250		1F1NE115 3210250	S	W			5.37	81	N	5000	1730								0					CHILKAT R 115-32	NA	CHILKAT R 115-32	AK	CHIL	CHILG	N	1730	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	0401040501	3					2	3	2019	20180513	20180605	1F1SE101 3010750010		1F1SE101 3010750010	E	W					N	5000	2737							C	0					HUGH SMITH LK 101-30	NA	HUGH SMITH LK 101-30	AK	SEAK	SESE	N	2737	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	0401060206	15					2	3	2012	20130521	20130605	1F1SE101 3010750010		1F1SE101 3010750010	E	W	I			38	N	5000	4583							C	0					HUGH SMITH LK 101-30	NA	HUGH SMITH LK 101-30	AK	SEAK	SESE	N	4583	0	0	0	0
T	4.1	20200113	CDFW	CDFW	08	060817	14	0	76275			2	4	2016	20171031	20171207	6FBRR	6FBRRDRC WSFH	6FBRR	V	H	E	FR	8.09	86	N	0000	43102			0000	792			W		27	4403		2459 fish released 6/16 100% PIT tagged.  All others 20% PIT tagged. USACE.	RUSSIAN RIVER	WARM SPRINGS HATCHERY	RUSSIAN RIVER	CA	CECA	NORU	N	0	43102	0	792	0
T	4.1	20200302	WDFW	WDFW	04	637107	13					2	7	2016	20180416	20180501	3F42001  250247 R01	3F42001  250247 H	3F42001  250093 S	Y	H	P	FR	31.49	141		5000	31278	0000	41	5000	81				0.0042		511		BO=MIXED(HxW)	BEAVER CR RELEASES    25.	BEAVER CR HATCHERY	GRAYS R      25.0093	WA	LOCR	GREL	N	31278	41	81	0	0
T	4.1	20200127	ADFG	ADFG	01	040987	12					2	3	2011	20130420	20130529	1F1NE111 3210320		1F1NE111 3210320	S	W			9.3	99	N	5000	3526							C	0	0				TAKU R 111-32	NA	TAKU R 111-32	AK	TAWH	TAWHG	N	3526	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	040989	12					2	3	2012	20140420	20140603	1F1NE111 3210320		1F1NE111 3210320	S	W			5	81	N	5000	2037							C	0					TAKU R 111-32	NA	TAKU R 111-32	AK	TAWH	TAWHG	N	2037	0	0	0	0
T	4.1	20190905	USFWS	USFWS	07	055904	12			D	0720191775	2		2017	20190429	20190429	3F10412  170012 R	3F10412  170012 H	3F10412  170012 S	S	H	K	FR	22.29		N	5000	82296			5000	257891			B	0	34	500		QUIL001775	BIG QUILCENE 17.0012	QUILCENE NFH	BIG QUILCENE 17.0012	WA	HOOD	LUDA	N	82296	0	257891	0	0
T	4.1	20190905	USFWS	USFWS	07	055906	12					2		2017	20190429	20190429	3F10412  170012 R	3F10412  170012 H	3F10412  170012 S	S	H	K	FR	22.29		N	5000	44265			5000	138713			B	0	35	500		QUIL001775	BIG QUILCENE 17.0012	QUILCENE NFH	BIG QUILCENE 17.0012	WA	HOOD	LUDA	N	44265	0	138713	0	0
T	4.1	20190905	USFWS	USFWS	07	055905	12			D	0720191775	2		2017	20190429	20190429	3F10412  170012 R	3F10412  170012 H	3F10412  170012 S	S	H	K	FR	22.52		N	0000	80181							B	0	34	500		QUIL001775	BIG QUILCENE 17.0012	QUILCENE NFH	BIG QUILCENE 17.0012	WA	HOOD	LUDA	N	0	80181	0	0	0
N	4.1	20170919	NWIFC	PUYA	14	!142017UH001						2	3	2016	20170724	20170724	3F10511  100027 R	3F10511  100027 H01	3F10511  100414 S	S	H	P	FR	28.71	125						5000	102389	0000	411	B						CLARKS CR    10.0027	CLARKS CRK HATCHERY	VOIGHT CR    10.0414	WA	MPS	PUYA	N	0	0	102389	411	0
N	4.1	20200302	WDFW	COOP	04	!04P00122503						2		2017	20171204	20171204	3F10510  080028AR	3F10510  08     H	3F10510  080178 S	E	H			0.19							0000	1800									LK WASHINGTON (KING)	ROGER URBANIAK PROJECT	ISSAQUAH CR  08.0178	WA	MPS	LAKW	N	0	0	0	1800	0
N	4.1	20200302	WDFW	RFEG	04	!04P00122071						2		2017	20180206	20180228	3F21703  200162ZR	3F21703  206190 H	3F21703  200162 S	E	H			0.3							0000	12000									BOGACHIEL R TRIBS	BORDE SPRINGS PROJ	BOGACHIEL R  20.0162	WA	NWC	QUHO	N	0	0	0	12000	0
T	4.1	20190627	NWIFC	NISQ	14	211210	12					2	3	2017	20190408	20190626	3F10513  110017AR	3F10513  110017AH	3F10513  110008 S	S	H	P	VO	18.14		N	5000	45425	0000	265	5000	365597	0000	2112	B	0.0134		524			KALAMA CR    11.0017	KALAMA CR HATCHERY	NISQUALLY R  11.0008	WA	SPS	NISQ	N	45425	265	365597	2112	0
T	4.1	20190627	NWIFC	NISQ	14	211302	13					2	3	2017	20190510	20190530	3F10513  110013CR	3F10513  110013CH	3F10513  110008 S		H	P	VO	18.9		N	5000	55174	0000	330	5000	147713	0000	883	B	0		505			CLEAR CR    11.0013C	CLEAR CREEK HATCHERY	NISQUALLY R  11.0008	WA	SPS	NISQ	N	55174	330	147713	883	0
N	4.1	20200124	CDFO	CDFO	03	!03AD1402						2	3	2014	20150612	20150613	2FS  GSVIR0266	2FS  GSVIH0266	2FS  GSVIS0266	F	H	B	FR	5.1		N					5000	21995			C						R-French Cr	H-Marion Baker H	S-French Cr	BC	GST	GSVI	N	0	0	21995	0	0
T	4.1	20190702	NWIFC	LUMMI	14	211269	12					2	3	2017	20190501	20190513	3F10107  010273 R	3F10107  010273 H	3F10107  010273 S	S	H	K	VO	30.24		N	5000	47508			5000	932793	0000	8606	B	0.0162		494			SKOOKUM CR   01.0273	SKOOKUM CR HATCHERY	SKOOKUM CR   01.0273	WA	NOWA	NOOK	N	47508	0	932793	8606	0
N	4.1	20200124	CDFO	CDFO	03	!03AD1716						2	3	2017	20180609	20180609	2FS  GSVIR0266	2FS  GSVIH0266	2FS  GSVIS0266	F	H	B	FR	3.95		N					5000	35578			C						R-French Cr	H-Marion Baker H	S-French Cr	BC	GST	GSVI	N	0	0	35578	0	0
T	4.1	20190702	NWIFC	LUMMI	14	211270	12					2	3	2017	20190503	20190507	3F10107  010120 H	3M10107  888001 H	3F10107  010273 S	S	H	K	FR	20.62			5000	46592	0000	559	5000	521596	0000	6245	B	0.002		507			LUMMI HATCHERY -POND	LUMMI SEA PONDS	SKOOKUM CR   01.0273	WA	NOWA	NOOK	N	46592	559	521596	6245	0
T	4.1	20200302	WDFW	WDFW	04	636402	13			D	04201400000040	2		2012	20140403	20140503	3F21802  220360 R02	3F21802  220360 H	3F21802  220360 S	Y	H	K	VO	32.05	140		5000	72302	0000	387	5000	387				0.0053		563		BO=MIXED(HxW)	SATSOP R -EF 22.0360	BINGHAM CR HATCHERY	SATSOP R     22.0360	WA	GRAY	GHLC	N	72302	387	387	0	0
T	4.1	20170919	NWIFC	NISQ	14	210194	13					2	3	2015	20170315	20170325	3F10513  110017AR	3F10513  110017AH	3F10513  110017AS	S	H	P	FR	26.68			5000	27205	0000	99	5000	20230	0000	57	B	0		550			KALAMA CR    11.0017	KALAMA CR HATCHERY	KALAMA CR    11.0017	WA	SPS	NISQ	N	27205	99	20230	57	0
