record_code	format_version	submission_date	reporting_agency	release_agency	coordinator	tag_code_or_release_id	tag_type	first_sequential_number	last_sequential_number	related_group_type	related_group_id	species	run	brood_year	first_release_date	last_release_date	release_location_code	hatchery_location_code	stock_location_code	release_stage	rearing_type	study_type	release_strategy	avg_weight	avg_length	study_integrity	cwt_1st_mark	cwt_1st_mark_count	cwt_2nd_mark	cwt_2nd_mark_count	non_cwt_1st_mark	non_cwt_1st_mark_count	non_cwt_2nd_mark	non_cwt_2nd_mark_count	counting_method	tag_loss_rate	tag_loss_days	tag_loss_sample_size	tag_reused	comments	release_location_name	hatchery_location_name	stock_location_name	release_location_state	release_location_rmis_region	release_location_rmis_basin	record_origin	tagged_adclipped	tagged_unclipped	untagged_adclipped	untagged_unclipped	untagged_unknown
T	4.1	20140404	WDFW	UW	04	630595	13			O	0420011051	2	3	2000	20010521	20010521	3F10510  080028 R	3F10510  080028 H	3F10510  080028 S	S	H		FR	14.63		N	5000	21459	0000	177	5000	578			C						PORTAGE BAY/SHIP CNL	PORTAGE BAY HATCHERY	PORTAGE BAY STOCK UW	WA	MPS	LAKW	N	21459	177	578	0	0
T	4.1	20120808	WDFW	WDFW	04	631195	13			O	0420021003	2	3	2000	200204	200204	3M21902  888304 H	3F21902  240543 H	3F21902  240543 S	P	H	E		15.11		N	5000	20829													NAHCOTTA NET PENS	NASELLE HATCHERY	NASELLE R    24.0543	WA	WILP	NASE	N	20829	0	0	0	0
T	4.1	20120808	WDFW	WDFW	04	631196	13			O	0420021003	2	3	2000	200204	200204	3M21902  888304 H	3F21902  240543 H	3F21902  240543 S	P	H	E		15.11		N	5000	20059													NAHCOTTA NET PENS	NASELLE HATCHERY	NASELLE R    24.0543	WA	WILP	NASE	N	20059	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	040287	12					2		1999	20010515	20010530	1F1NE109 4310030		1F1NE109 4310030	S	W					N	5000	8675			5000	150				0.017					SLIPPERY CR 109-43	NA	SLIPPERY CR	AK	SEAK	SENE	N	8675	0	150	0	0
T	4.1	20200127	ADFG	ADFG	01	040416	0					2		1998	20000412	20000517	1F1NW113 4310010		1F1NW113 4310010	S	W					N	5000	5438			5000	11				0.002					NAKWASINA R 113-43	NA	NAKWASINA R	AK	SEAK	SENW	N	5438	0	11	0	0
T	4.1	20200127	ADFG	ADFG	01	040714	10	89	9423			2	3	1992	19940505	19940622	1F1NE111 5010420		1F1NE111 5010420	S	W	I		14.03	110	N	5000	7256			0000	31			C	0	1			89-92 BROOD YEARS MARKED	AUKE CR 111-50	NA	AUKE CR	AK	SEAK	SENE	N	7256	0	0	31	0
T	4.1	20200127	ADFG	ADFG	12	310228	0					2		1997	20000604	20000608	1F2UC244 3010010063		1F2UC244 3010010	S	W					N	5000	11256			5000	171				0.015					MOOSE R 244-30	NA	KENAI R	AK	CEAK	UCI	N	11256	0	171	0	0
T	4.1	20200218	ODFW	ODFW	05	075261	0					2		1993	19950504	19950504	5F222    1600202000	5F22223  H23    21	5F222    55	S	H	P		45.45		N	5000	25252	0000	309	0001	743	0000	37009		0.028	112	425		NON CWT FISH HAVE LV CLIP	ROCK CR (N UMPQUA R)	ROCK CR HATCHERY	UMPQUA R (ROCK CR HT)	OR	SOOR	UMPQ	N	25252	309	0	37752	0
N	4.1	20200302	WDFW	COOP	04	!04P00036691						2		1994	19950419	19950419	3F10510  080049 R	3F10510  0873104E	3F10510  080178 S		H			0.9							0000	400									MCALEER CR   08.0049	ECHO LAKE ES(SEATTLE	ISSAQUAH CR  08.0178	WA	MPS	LAKW	N	0	0	0	400	0
N	4.1	20200302	WDFW	COOP	04	!04P00054463						2		1994	19950331	19950331	3F10806  180234 R	3F10806  1872368E	3F10806  180018 S		H			0.9							0000	786									ENNIS CR     18.0234	JEFFERSON ES(PT ANGE	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	786	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO94459						2	2	1994	199507	199507	2FN  SKNAR3836	2FN  SKNAH2045	2FN  SKNAS0839	F	H	B				N					0000	6000								NUMBER AND DATE ESTIMATED.	R-Chicago Cr	H-Mission Creek/ SKNA H	S-Toboggan Cr	BC	NOBC	SKNA	N	0	0	0	6000	0
T	4.1	20200127	ADFG	POWHA	01	503142	0					2		1999	20010601	20010601	1F1SW103 6010470010	1F1SW103 6010470	1F1SW103 6010470	S	H	P	FR	19.02	123	N	5000	11872			0000	168301	5000	72	W	0.006					KLAWOCK LK 103-60	KLAWOCK RIVER	KLAWOCK R	AK	SEAK	SESW	N	11872	0	72	168301	0
T	4.1	20091013	CRITFC	YAKA	15	050581	13					2	3	2000	20020421	20020421	3F42001  450474 R02	5F33405  H5     21	3F42001  450030 S	S	H	B	VO			N	0000	71721			0000	1241			C	0.01	30	933		MORTALITY = 2 X COUNTED, 18805 released at Early Pond (3F42001  450888 R01)	ICICLE CR SIDE CHANNEL	CASCADE HATCHERY	WENATCHEE R  45.0030	WA	UPCR	WECH	N	0	71721	0	1241	0
T	4.1	20091013	CRITFC	YAKA	15	050577	13					2	3	2000	20020424	20020424	3F42001  450474 R02	5F33405  H5     21	3F42001  450030 S	S	H	B	VO			N	0000	285914			0000	5538			C	0.01	30	526		MORTALITY = 2 X COUNTED	ICICLE CR SIDE CHANNEL	CASCADE HATCHERY	WENATCHEE R  45.0030	WA	UPCR	WECH	N	0	285914	0	5538	0
T	4.1	20091013	CRITFC	YAKA	15	050578	13					2	3	2000	20020501	20020501	3F42001  450893 R	5F33405  H5     21	3F42001  450030 S	S	H	B	VO			N	0000	136087			0000	2853			C	0.02	30	1047		MORTALITY = 2 X COUNTED	BUTCHER CR   45.0893	CASCADE HATCHERY	WENATCHEE R  45.0030	WA	UPCR	WECH	N	0	136087	0	2853	0
T	4.1	20091013	CRITFC	YAKA	15	050582	13					2	3	2000	20020429	20020615	3F42001  450751 R01	5F33405  H5     21	3F42001  450030 S	S	H	P	MX			N	0000	70416			0000	1000			C	0.01	30	536		MORTALITY = 2 X COUNTED	BEAVER CR ACCL. POND	CASCADE HATCHERY	WENATCHEE R  45.0030	WA	UPCR	WECH	N	0	70416	0	1000	0
T	4.1	20200127	ADFG	ADFG	12	312334	0					2		1995	19990601	19990616	1F2UC247 5010300		1F2UC247 5010300	S	W			9		N	5000	4045								0				COMBINED W/ 310205 312331 THRU 312335	COTTONWOOD CR 247-50	NA	COTTONWOOD CR 247-50	AK	CEAK	UCI	N	4045	0	0	0	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO96184						2	3	1996	19970724	19970724	2FS  GSVIR2063	2FS  GSVIH0118	2FS  GSVIS0118	F	H	B		3.03		N					0000	15541			B						R-Robertson R	H-Cowichan River H	S-Cowichan R	BC	GST	GSVI	N	0	0	0	15541	0
T	4.1	20200127	ADFG	ADFG	01	040131	0					2		1997	19990508	19990609	1F1NE111 3210320		1F1NE111 3210320	S	W			4.71	77	N	5000	7631			5000	31				0.004					TAKU R 111-32	NA	TAKU R 111-32	AK	TAWH	TAWHG	N	7631	0	31	0	0
T	4.1	20091013	CRITFC	NPT	15	612636	13			D	152002006	2	7	2000	20020313	20020313	4F-1706030600300.00	3F42001  290131 H03	3F42001  290131 S02	S	H	P	FR	20	135	N	0000	28804			0000	190196	0350	1000	B	0.006	35	523		1000 PIT tags unmarked	CLWTR @ LAPWAI CRK	WILLARD NFH	LTL WHITE SALMON-NFH	ID	SNAK	CLEA	N	0	28804	0	191196	0
T	4.1	20200302	WDFW	WDFW	04	631067	13					2		2000	20020514	20020522	3F21802  230190 R		3F21802  230190 S	Y	W	P		30.23		N	0000	21266							C					BO=W(WILD) FPP IS EST.	CHEHALIS-UPR 23.0190	NA	CHEHALIS-UPR 23.0190	WA	GRAY	UPCH	N	0	21266	0	0	0
T	4.1	20200127	ADFG	ADFG	01	044524	0					2	3	1998	20000606	20000608	1F1NE115 2010100		1F1NE115 2010100	S	W	I			95	N	5000	2655								0					BERNERS R 115-20	NA	BERNERS R 115-20	AK	SEAK	SENE	N	2655	0	0	0	0
T	4.1	20200127	ADFG	AKI	01	044448	0					2	3	1994	19960602	19960602	1M1NE109 1099996	1F1NE109 10	1F1NE112 1110110999	S	H	B		20.03		N	5000	10241			0000	154572	5000	41	B	0.004	4	500			PORT ARMSTRONG109-10	PORT ARMSTRONG	HIDDEN FALLS H	AK	SEAK	SENE	N	10241	0	41	154572	0
T	4.1	20091013	CRITFC	NPT	15	612619	13			D	152002007	2	3	2000	20020311	20020311	4F-1706030604800.00	3F42001  290131 H03	3F42001  290131 S02	S	H	P	FR	21	135	N	5000	29766							B	0	35	500			CLWTR @ POTLATCH CRK	WILLARD NFH	LTL WHITE SALMON-NFH	ID	SNAK	CLEA	N	29766	0	0	0	0
T	4.1	20091013	CRITFC	NPT	15	612601	0					2	7	1996	19980316	19980316	4F-1706030600300.00	3F42001  290131 H03	5F332    14	S	H	P	FR	17	135	N	0000	59808			0000	184700			B	0					CLWTR @ LAPWAI CRK	WILLARD NFH	TANNER CR (BNVILLE)	ID	SNAK	CLEA	N	0	59808	0	184700	0
T	4.1	20091013	CRITFC	NPT	15	612602	0					2	7	1996	19980318	19980318	4F-1706030604800.00	3F42001  290131 H03	5F332    14	S	H	P	FR	20	142	N	0000	59444			0000	171131			B	0					CLWTR @ POTLATCH CRK	WILLARD NFH	TANNER CR (BNVILLE)	ID	SNAK	CLEA	N	0	59444	0	171131	0
T	4.1	20091013	CRITFC	NPT	15	612604	11			D	1519990001	2	7	1997	19990316	19990316	4F-1706030600300.00	3F42001  290131 H03	3F42001  290131 S02	S	H	P	FR	24	139	N	5000	25083							B	0					CLWTR @ LAPWAI CRK	WILLARD NFH	LTL WHITE SALMON-NFH	ID	SNAK	CLEA	N	25083	0	0	0	0
N	4.1	20200302	WDFW	COOP	04	!04P00050905						2		1996	19980508	19980508	3F10510  096009 R	3F10511  090367 H	3F10511  090367 S	Y	H			34.89							0000	309									SEAHURST CO PARK  09	SEATAC OSC MARINE TE	SEATAC OSC MARINE TE	WA	MPS	DUWA	N	0	0	0	309	0
T	4.1	20200127	ADFG	SSRAA	01	044542	0					2		1994	19960603	19960603	1F1SE101 9010100	1F1SE101 9010100	1F1SE101 4510070999	S	H	P		20.2	123	N	5000	10168			0000	207615	5000	103	W	0.01	63	493			NEETS BAY 101-90	NEETS BAY	WHITMAN LAKE H	AK	SEAK	SESE	N	10168	0	103	207615	0
T	4.1	20200127	ADFG	ADFG	12	310284	12					2		1999	20020521	20020526	1F2UC244 3010010063		1F2UC244 3010010	S	W					N	5000	11277			5000	385				0.033					MOOSE R 244-30	NA	KENAI R	AK	CEAK	UCI	N	11277	0	385	0	0
T	4.1	20200218	ODFW	ODFW	05	070843	0					2		1995	19970407	19970407	5F332    0300304000	5F33226  H26    21	5F332    11	S	H	O		28.6		N	5000	27492			5000	167196	0000	129		0.0135	59	446			CEDAR CR #1 (SANDY R	SANDY HATCHERY	SANDY HATCHERY (SANDY R)	OR	LOCR	SAND	N	27492	0	167196	129	0
N	4.1	20200302	WDFW	WDFW	04	!04P00045367						2		1996	19970425	19970425	3F10510  080129AR	3F10510  080178 H	3F10510  080178 S		H			0.94							0000	6734								NO SPECFIC R.M. LISTED-SCATTER PLANTS	UNNAMED CR   8.0129A	ISSAQUAH HATCHERY	ISSAQUAH CR  08.0178	WA	MPS	LAKW	N	0	0	0	6734	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO96195						2	3	1996	19970601	19970601	2FS  GSVIR0266	2FS  GSVIH0266	2FS  GSVIS0266	F	H	B		2		N					0000	54859			B						R-French Cr	H-Marion Baker H	S-French Cr	BC	GST	GSVI	N	0	0	0	54859	0
T	4.1	20200302	WDFW	WDFW	04	636215	11					2	3	1997	1999	1999	3F10511  100021 R	3F10511  100414 H	3F              S	S	H					N	5000	53016									36			ELECTRON NET PENS PUYALLUP TRIBAL FISH	PUYALLUP R   10.0021	VOIGHTS CR HATCHERY	WASHINGTON - GENERAL	WA	MPS	PUYA	N	53016	0	0	0	0
T	4.1	20200127	ADFG	ADFG	12	312502	0					2		1994	19970529	19970531	1F2UC244 3010010063		1F2UC244 3010010	S	W					N	5000	11278			5000	45				0.004	1	698			MOOSE R 244-30	NA	KENAI R	AK	CEAK	UCI	N	11278	0	45	0	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO97276						2	3	1997	19980615	19980615	2FS  GSVIR0266	2FS  GSVIH0266	2FS  GSVIS0266	F	H	B		2.5		N					0000	25000			B						R-French Cr	H-Marion Baker H	S-French Cr	BC	GST	GSVI	N	0	0	0	25000	0
T	4.1	20200127	ADFG	ADFG	01	040367	12					2		1999	20010424	20010517	1F1NW113 4310010		1F1NW113 4310010	S	W					N	5000	1434								0					NAKWASINA R 113-43	NA	NAKWASINA R	AK	SEAK	SENW	N	1434	0	0	0	0
T	4.1	20091013	CRITFC	NPT	15	612620	13					2	7	2000	20020514	20020514	4F-1706030400200.00	4F-1706030800100.10	5F333    101	S	H	P	FR	33	147	N	0000	45655			0000	190040	0350	997	B	0.07	227	561		997 PIT tags in unmarked group	CLEAR CRK:CLWTR R	DWORSHAK NAT. HATCH	EAGLE CR NFH	ID	SNAK	CLEA	N	0	45655	0	191037	0
T	4.1	20091013	CRITFC	NPT	15	612617	12					2	7	1999	20010510	20010510	4F-1706030400200.00	4F-1706030800100.10		S	H	P	MX	25	129	W	0000	5777			0000	24414			W	0.03	220	1110		Fish were dewatered at Kooskia Ha	CLEAR CRK:CLWTR R	DWORSHAK NAT. HATCH	NA	ID	SNAK	CLEA	N	0	5777	0	24414	0
T	4.1	20091013	CRITFC	NPT	15	054338	11			D	1520010001	2	7	1999	20010314	20010314	4F-1706030600300.00	3F42001  290131 H03	5F333    101	S	H	P	FR	16	123	N	5000	28669							B	0.02	45	500			CLWTR @ LAPWAI CRK	WILLARD NFH	EAGLE CR NFH	ID	SNAK	CLEA	N	28669	0	0	0	0
T	4.1	20091013	CRITFC	NPT	15	054339	11			D	1520010001	2	7	1999	20010314	20010314	4F-1706030600300.00	3F42001  290131 H03	5F333    101	S	H	P	FR	18	126	N	0000	28932			0350	227547			B	0.01	45	500		n=1050 PIT taggednon-CWT fish	CLWTR @ LAPWAI CRK	WILLARD NFH	EAGLE CR NFH	ID	SNAK	CLEA	N	0	28932	0	227547	0
T	4.1	20091013	CRITFC	NPT	15	054340	11			D	1520010002	2	7	1999	20010316	20010316	4F-1706030604800.00	3F42001  290131 H03	5F333    101	S	H	P	FR	20	129	N	0000	28596			0350	218369			B	0.01	45	500		n=1050 PIT tagged non-CWT fish	CLWTR @ POTLATCH CRK	WILLARD NFH	EAGLE CR NFH	ID	SNAK	CLEA	N	0	28596	0	218369	0
T	4.1	20200127	ADFG	ADFG	01	040289	12					2		1999	20010404	20010424	1F1SE101 7510300		1F1SE101 7510300	S	W					N	5000	11711								0					UNUK R 101-75	NA	UNUK R 101-75	AK	STUN	STUNG	N	11711	0	0	0	0
T	4.1	20091013	CRITFC	NPT	15	612612	11					2	7	1998	20000510	20000510	4F-1706030400200.00	4F-1706030800100.10		S	H	P	MX	24	128	N	0000	59436			0000	218314			B	0				EAGLE CR STOCK, REARED @ DWORSHAK,  RELEASED IN CLEAR CREEK	CLEAR CRK:CLWTR R	DWORSHAK NAT. HATCH	NA	ID	SNAK	CLEA	N	0	59436	0	218314	0
T	4.1	20200127	ADFG	ADFG	12	310177	12					2		1998	20010515	20010601	1F2UC247 5010300		1F2UC247 5010300	S	W			14.7	114	N	5000	4153			5000	106			C	0.0249	1				COTTONWOOD CR 247-50	NA	COTTONWOOD CR 247-50	AK	CEAK	UCI	N	4153	0	106	0	0
N	4.1	20200302	WDFW	WDFW	04	!04P00053018						2		1997	19980327	19980327	3F10510  150275 R	3F10513  150048 H	3F10513  150048 S		H			1.07							0000	5000								SCATTER PLANTED	STEELE CR TR 15.0275	MINTER CR HATCHERY	MINTER CR    15.0048	WA	MPS	EKPN	N	0	0	0	5000	0
N	4.1	20200302	WDFW	WDFW	04	!04P00050738						2	7	1994	19950927	19950927	3F42001  260002 R08	3F42001  260002 H02	3F42001  270168 S	G	H			14.17							0000	161500									RIFFE LK (LEWI)	COWLITZ SALMON HATCHERY	LEWIS R      27.0168	WA	LOCR	COWL	N	0	0	0	161500	0
T	4.1	20200127	ADFG	ADFG	01	044301	0					2	3	1998	20000508	20000517	1F1SE101 3010750010		1F1SE101 3010750010	S	W	I			90	N	5000	11174								0					HUGH SMITH LK 101-30	NA	HUGH SMITH LK 101-30	AK	SEAK	SESE	N	11174	0	0	0	0
T	4.1	20200127	ADFG	ADFG	12	312233	0					2		1992	19950518	19950618	1F2UC244 2010100		1F2UC244 2010100	S	W					N	5000	5760			5000	6				0.001	1				DEEP CR 244-20	NA	DEEP CR 244-20	AK	CEAK	UCI	N	5760	0	6	0	0
T	4.1	20200127	ADFG	ADFG	01	044658	0					2		1999	20010510	20010521	1F1SE101 3010750010		1F1SE101 3010750010	S	W	I			105	N	5000	22840								0					HUGH SMITH LK 101-30	NA	HUGH SMITH LK 101-30	AK	SEAK	SESE	N	22840	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	044620	0					2	3	1994	19960524	19960524	1M1NE115 34	1F1NE115 3410310	1F1NE115 3410310	S	H	P		6.9		N	5000	4691			5000	353				0.07	87	200			TAIYA INLET 115-34	JERRY MYERS	PULLEN CR	AK	SEAK	SENE	N	4691	0	353	0	0
T	4.1	20200127	ADFG	ADFG	01	044657	0					2	3	1998	20000512	20000527	1F1NE115 2010100		1F1NE115 2010100	S	W	I			95	N	5000	24074			5000	170				0.007					BERNERS R 115-20	NA	BERNERS R 115-20	AK	SEAK	SENE	N	24074	0	170	0	0
T	4.1	20200127	ADFG	ADFG	01	044425	0					2	3	1994	19950720	19950726	1F1  001        998	1F1SW103 6010470	1F1SE102 6010870	G	H	B		3.36	65	N	5000	8902			0000	62960	5000	1658	W	0.157	1			APPROX 4937 CWT FISH ESCAPED INTO KLAWOCK R. REMAINDER PLANTED IN OLD FRANKS LK.	OLD FRANKS+KLAWOCK R	KLAWOCK RIVER	KARTA R	AK	SEAK	SEAKG	N	8902	0	1658	62960	0
T	4.1	20091013	CRITFC	NPT	15	105115	0			O	1519980001	2	7	1996	19980413	19980413	4F-1706030400200.00	4F-1706030800100.10	5F332    14	S	H	P	MX	24	127	N	0000	44361			0000	102203			B	0				REARED AT BOTH DWORSHAK AND KOOSKIA HATCHERIES.	CLEAR CRK:CLWTR R	DWORSHAK NAT. HATCH	TANNER CR (BNVILLE)	ID	SNAK	CLEA	N	0	44361	0	102203	0
T	4.1	20091013	CRITFC	NPT	15	105305	0			O	1519980001	2	7	1996	19980413	19980413	4F-1706030400200.00	4F-1706030800100.10	5F332    14	S	H	P	MX	24	127	N	0000	21689			0000	49844			B					REARED AT BOTH DWORSHAK AND KOOSKIA HATCHERIES.	CLEAR CRK:CLWTR R	DWORSHAK NAT. HATCH	TANNER CR (BNVILLE)	ID	SNAK	CLEA	N	0	21689	0	49844	0
T	4.1	20200127	ADFG	ADFG	01	0401021310	3					2		1992	19930515	19930515	1F1NW113 4199999	1F1NW113 41	1F1NW113 4110280999	F	H	B		0.45		N	5000	1830								0	1				WRINKLENECK CR113-41	MEDVEJIE CIF	MEDVEJIE H	AK	SEAK	SENW	N	1830	0	0	0	0
T	4.1	20091013	CRITFC	NPT	15	612606	11			D	1519990002	2	7	1997	19990318	19990318	4F-1706030604800.00	3F42001  290131 H03	3F42001  290131 S02	S	H	P	FR	21	132	N	0000	24920			0000	228086			B	0					CLWTR @ POTLATCH CRK	WILLARD NFH	LTL WHITE SALMON-NFH	ID	SNAK	CLEA	N	0	24920	0	228086	0
T	4.1	20091013	CRITFC	NPT	15	612607	0					2	7	1997	19990426	19990430	4F-1706030400200.00	4F-1706030800100.10	5F332    14	S	H	P	MX	23	138	N	0000	54700			0000	190000			B	0				REARED AT BOTH DWORSHAK AND KOOSKIA HATCHERIES.	CLEAR CRK:CLWTR R	DWORSHAK NAT. HATCH	TANNER CR (BNVILLE)	ID	SNAK	CLEA	N	0	54700	0	190000	0
T	4.1	20200127	ADFG	ADFG	01	040122	0					2	3	1996	19980508	19980609	1F1NE111 5010500004		1F1NE111 5010500004	S	W	E				N	5000	781								0					DREDGE LK 111-50	NA	DREDGE LK 111-50	AK	SEAK	SENE	N	781	0	0	0	0
T	4.1	20200127	ADFG	ADFG	01	040398	12					2		1999	20010515	20010523	1F1NE115 3210250		1F1NE115 3210250	S	W			6.2	86	N	5000	10662			5000	75				0.007					CHILKAT R 115-32	NA	CHILKAT R 115-32	AK	CHIL	CHILG	N	10662	0	75	0	0
