record_code	format_version	submission_date	reporting_agency	release_agency	coordinator	tag_code_or_release_id	tag_type	first_sequential_number	last_sequential_number	related_group_type	related_group_id	species	run	brood_year	first_release_date	last_release_date	release_location_code	hatchery_location_code	stock_location_code	release_stage	rearing_type	study_type	release_strategy	avg_weight	avg_length	study_integrity	cwt_1st_mark	cwt_1st_mark_count	cwt_2nd_mark	cwt_2nd_mark_count	non_cwt_1st_mark	non_cwt_1st_mark_count	non_cwt_2nd_mark	non_cwt_2nd_mark_count	counting_method	tag_loss_rate	tag_loss_days	tag_loss_sample_size	tag_reused	comments	release_location_name	hatchery_location_name	stock_location_name	release_location_state	release_location_rmis_region	release_location_rmis_basin	record_origin	tagged_adclipped	tagged_unclipped	untagged_adclipped	untagged_unclipped	untagged_unknown
N	4.1	20200302	WDFW	WDFW	04	!04H00000031						2		1950	19520128	19520128	3F21802  220260 R	3F21802  220360 H	3F21802  220462 S	G	H			10.07							0000	7875			B						WYNOOCHEE R  22.0260	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	7875	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000115						2		1950	19520221	19520221	3F21802  220191 R	3F21802  220360 H	3F21802  220462 S	P	H			12.95							0000	5950			B						WISHKAH R    22.0191	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5950	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000145						2		1950	19520227	19520227	3F10308  050229 R	3F10208  031421 H	3F10208  030176 S	P	H			11.33							0000	7904			B						BOULDER R    05.0229	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	NPS	STIL	N	0	0	0	7904	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000146						2		1950	19520227	19520227	3F21802  221270 R	3F21802  220360 H	3F21802  220462 S	P	H			14.62							0000	5022			B						JOHNS R      22.1270	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5022	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000152						2		1950	19520228	19520228	3F10308  050062 R	3F10208  031421 H	3F10208  030176 S	P	H			12.24							0000	6297			B						PILCHUCK CR  05.0062	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	NPS	STIL	N	0	0	0	6297	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000161						2		1950	19520229	19520229	3F21802  221270 R	3F21802  220360 H	3F21802  220462 S	P	H			14.62							0000	5022			B						JOHNS R      22.1270	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5022	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000166						2		1950	19520303	19520303	3F10513  150052 R	3F10513  150048 H	3F10513  150048 S	P	H			12.58							0000	35049			B					(HHP DUPLICATED SLIP # IN 1952 WAS 10005)	HUGE CR      15.0052	MINTER CR HATCHERY	MINTER CR    15.0048	WA	SPS	EKPS	N	0	0	0	35049	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000169						2		1950	19520305	19520305	3F10510  080059 R	3F10510  080178 H	3F10510  080178 S	P	H			11.93							0000	15200			B						SWAMP CR     08.0059	ISSAQUAH HATCHERY	ISSAQUAH CR  08.0178	WA	MPS	LAKW	N	0	0	0	15200	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000175						2		1950	19520306	19520306	3F21802  220465 R	3F21802  220360 H	3F21802  220462 S	P	H			16.19							0000	5600			B						BINGHAM CR   22.0465	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5600	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000193						2		1950	19520312	19520312	3F10511  100413 R	3F10511  100414 H	3F10511  100414 S	G	H			4.67							0000	35114			B						CARBON R     10.0413	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	MPS	PUYA	N	0	0	0	35114	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000209						2		1950	19520314	19520314	3F10510  080169 R	3F10510  080178 H	3F10510  080178 S	G	H			10.07							0000	5400			B						TIBBETTS CR  08.0169	ISSAQUAH HATCHERY	ISSAQUAH CR  08.0178	WA	MPS	LAKW	N	0	0	0	5400	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000220						2		1950	19520318	19520318	3F10513  150002 R	3F10513  150048 H	3F10513  150048 S	P	H			16.19							0000	4200			B						COULTER CR   15.0002	MINTER CR HATCHERY	MINTER CR    15.0048	WA	SPS	EKPS	N	0	0	0	4200	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000072						2		1950	19520207	19520207	3F21802  220364 R	3F21802  220360 H	3F21802  220462 S	P	H			15.63							0000	5597			B						SATSOP R -WF 22.0364	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5597	0
N	4.1	20200302	WDFW	WDFW	04	!04H00004338						2		1955	19561209	19561209	3F42001  250236 R	3F42001  250236 H	5F332    13	G	H			6.95							0000	3843			B						ELOCHOMAN R  25.0236	ELOCHOMAN HATCHERY	BIG CR HATCHERY	WA	LOCR	GREL	N	0	0	0	3843	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000247						2		1950	19520403	19520403	3F10409  150354 R	3F10510  090072 H	3F10510  090072 S	P	H			11.33							0000	5000			B					(HHP DUPLICATED SLIP # IN 1952 WAS 10006)	MILLER CR    15.0354	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	HOOD	WKIT	N	0	0	0	5000	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000263						2		1950	19520418	19520418	3F10806  180272 R	3F10806  180018 H	3F10806  180018 S	P	H			12.25							0000	1036			B					(HHP DUPLICATED SLIP # IN 1952 WAS 10014)	ELWHA R      18.0272	DUNGENESS HATCHERY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	1036	0
N	4.1	20200127	ADFG	ADFG	12	!12672ADFG02						2		1966	19670808	19670830	1F2LC231 3010080996	1F2UC247 5010150	1F2UC247 9010020	G	H	P		2.8		N					5001	182500									BEAR LK 231-30	FIRE LAKE	SWANSON R 247-90	AK	CEAK	LCI	N	0	0	182500	0	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000039						2		1950	19520130	19520130	3F21902  240543 R	3F21902  240543 H	3F              S70	P	H			13.34							0000	25764			B					(HHP DUPLICATED SLIP # IN 1952 WAS 10022)	NASELLE R    24.0543	NASELLE HATCHERY	UNSPECIFIC WILDSTOCK	WA	WILP	NASE	N	0	0	0	25764	0
N	4.1	20200127	ADFG	ADFG	12	!12662ADFG02						2		1965	19660809	19660809	1F2LC231 3010080996	1F2UC247 5010150	1F2UC247 9010020	G	H	P		1.7		N					0000	13100									BEAR LK 231-30	FIRE LAKE	SWANSON R 247-90	AK	CEAK	LCI	N	0	0	0	13100	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000066						2		1950	19520206	19520206	3F10308  070865 R	3F10308  070943 H	3F10308  070943 S	G	H			8.2							0000	15075			B						ELWELL CR    07.0865	WALLACE R HATCHERY	MAY CR       07.0943	WA	NPS	SNOH	N	0	0	0	15075	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000070						2		1950	19520207	19520207	3F21802  220364 R	3F21802  220360 H	3F21802  220462 S	P	H			15.63							0000	5249			B						SATSOP R -WF 22.0364	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5249	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000041						2		1950	19520201	19520201	3F21902  240356 R	3F21902  240356 H	3F              S70	G	H			5.14							0000	13552			B					(HHP DUPLICATED SLIP # IN 1952 WAS 10014)	FORK CR      24.0356	FORKS CREEK HATCHERY	UNSPECIFIC WILDSTOCK	WA	WILP	WILR	N	0	0	0	13552	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000049						2		1950	19520204	19520204	3F10308  070125 R	3F10308  070943 H	3F10308  070943 S	G	H			9.64							0000	16450			B						PILCHUCK R   07.0125	WALLACE R HATCHERY	MAY CR       07.0943	WA	NPS	SNOH	N	0	0	0	16450	0
N	4.1	20200302	WDFW	WDFW	04	!04H00003729						2		1954	19560210	19560210	3F42001  250131 R	3F42001  250236 H	3F42001  260323 S	G	H			9.06							0000	8600			B						GRAYS R -WF  25.0131	ELOCHOMAN HATCHERY	GREEN R      26.0323	WA	LOCR	GREL	N	0	0	0	8600	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000081						2		1950	19520213	19520213	3F10208  031774 R	3F10208  031421 H	3F10208  030176 S	G	H			9.26							0000	9836			B						BACON CR     03.1774	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	SKAG	UPSK	N	0	0	0	9836	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000089						2		1950	19520215	19520215	3F10208  031750 R	3F10208  031421 H	3F10208  030176 S	G	H			8.72							0000	8049			B						DIOBSUD CR   03.1750	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	SKAG	UPSK	N	0	0	0	8049	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000092						2		1950	19520218	19520218	3F10513  150056 R	3F10513  150048 H	3F10513  150048 S	G	H			9.06							0000	5500			B						BURLEY CR    15.0056	MINTER CR HATCHERY	MINTER CR    15.0048	WA	SPS	EKPS	N	0	0	0	5500	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000468						2		1951	19521028	19521028	3F10510  090114 R	3F10510  090072 H	3F10510  090072 S	G	H			11.05							0000	8651			B						NEWAUKUM CR  09.0114	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	MPS	DUWA	N	0	0	0	8651	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000093						2		1950	19520218	19520218	3F21802  220465 R	3F21802  220360 H	3F21802  220462 S	P	H			12.25							0000	5698			B						BINGHAM CR   22.0465	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5698	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000016						2		1950	19520114	19520114	3F42001  270168 R	3F42001  270017 H	3F42001  270168 S	G	H			10.78							0000	22034			B						LEWIS R      27.0168	FALLERT CR HATCHERY	LEWIS R      27.0168	WA	LOCR	LEWI	N	0	0	0	22034	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000062						2		1950	19520205	19520205	3F10513  110101 R	3F10511  100414 H	3F10511  100414 S	G	H			9.06							0000	10000			B						MASHEL R     11.0101	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	SPS	NISQ	N	0	0	0	10000	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000032						2		1950	19520128	19520128	3F21802  220414 R	3F21802  220360 H	3F21802  220462 S	G	H			10.07							0000	7650			B						SATSOP R -MF 22.0414	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	7650	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000017						2		1950	19520114	19520114	3F42001  270168 R	3F42001  270017 H	3F42001  270168 S	G	H			9.64							0000	21441			B						LEWIS R      27.0168	FALLERT CR HATCHERY	LEWIS R      27.0168	WA	LOCR	LEWI	N	0	0	0	21441	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000035						2		1950	19520128	19520128	3F42001  300002 R	3F42001  300002 H	3F42001  270168 S	G	H			5.55							0000	17054			B						KLICKITAT R  30.0002	KLICKITAT HATCHERY (YKFP)	LEWIS R      27.0168	WA	CECR	KLIC	N	0	0	0	17054	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000594						2		1951	19530129	19530129	3F10513  110008 R	3F10510  090072 H	3F10510  090072 S	G	H			7.43							0000	16897			B						NISQUALLY R  11.0008	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	SPS	NISQ	N	0	0	0	16897	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000614						2		1951	19530209	19530209	3F10107  010406 R	3F10107  010406 H	3F10107  010406 S	G	H			9.23							0000	9568			B						KENDALL CR   01.0406	KENDALL CR HATCHERY	KENDALL CR   01.0406	WA	NOWA	NOOK	N	0	0	0	9568	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000046						2		1950	19520202	19520202	3F21902  240346 R	3F21902  240356 H	3F              S70	G	H			2.82							0000	15200			B					(HHP DUPLICATED SLIP # IN 1952 WAS 10019)	TRAP CR      24.0346	FORKS CREEK HATCHERY	UNSPECIFIC WILDSTOCK	WA	WILP	WILR	N	0	0	0	15200	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000661						2		1951	19530219	19530219	3F10107  030005 R	3F10107  030017 H	3F10107  030017 S	G	H			8.71							0000	10452			B						SAMISH R     03.0005	SAMISH HATCHERY	SAMISH   (FRIDAY CR)	WA	NOWA	BESA	N	0	0	0	10452	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000664						2		1951	19530219	19530219	3F21902  240356 R	3F21902  240356 H	3F10510  090072 S	G	H			7.81							0000	319			B						FORK CR      24.0356	FORKS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	WILP	WILR	N	0	0	0	319	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000668						2		1951	19530221	19530221	3F10107  030005 R	3F10107  030017 H	3F10107  030017 S	G	H			9.44							0000	10080			B						SAMISH R     03.0005	SAMISH HATCHERY	SAMISH   (FRIDAY CR)	WA	NOWA	BESA	N	0	0	0	10080	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000700						2		1951	19530311	19530311	3F10510  090072 R	3F10510  090072 H	3F10510  090072 S	G	H			11.09							0000	29697			B						BIG SOOS CR  09.0072	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	MPS	DUWA	N	0	0	0	29697	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000718						2		1951	19530318	19530318	3F10513  150048 R	3F10513  150048 H	3F10513  150048 S	G	H			10.03							0000	29088			B						MINTER CR    15.0048	MINTER CR HATCHERY	MINTER CR    15.0048	WA	SPS	EKPS	N	0	0	0	29088	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000756						2		1951	19530408	19530408	3F10208  031421 R	3F10208  031421 H	3F10208  030176 S	G	H			8.95							0000	18987			B						CLARK CR     03.1421	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	SKAG	UPSK	N	0	0	0	18987	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000801						2		1951	19530504	19530504	3F10806  180272 R	3F10806  180018 H	3F10806  180018 S	G	H			9.06							0000	4600			B					(HHP DUPLICATED SLIP # IN 1953 WAS 10078)	ELWHA R      18.0272	DUNGENESS HATCHERY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	4600	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000804						2		1951	19530505	19530505	3F10806  180272 R	3F10806  180018 H	3F10806  180018 S	G	H			9.06							0000	4600			B					(HHP DUPLICATED SLIP # IN 1953 WAS 10081)	ELWHA R      18.0272	DUNGENESS HATCHERY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	4600	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000809						2		1951	19530520	19530520	3F10806  180272 R	3F10806  180018 H	3F10806  180018 S	P	H			11.33							0000	4572			B						ELWHA R      18.0272	DUNGENESS HATCHERY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	4572	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000819						2		1951	19530607	19530607	3F10806  180272 R	3F10806  180018 H	3F10806  180018 S	P	H			11.33							0000	1714			B						ELWHA R      18.0272	DUNGENESS HATCHERY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	1714	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000822						2		1951	19530610	19530610	3F10806  180018 R	3F10806  180018 H	3F10806  180018 S	P	H			11.33							0000	4000			B						DUNGENESS R  18.0018	DUNGENESS HATCHERY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	4000	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000857						2		1952	19530304	19530304	3F10511  100057 R	3F10510  090072 H	3F10510  090072 S	G	H			10.1							0000	15300			B						BOISE CR     10.0057	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	MPS	PUYA	N	0	0	0	15300	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000921						2		1952	19530325	19530325	3F10513  110101 R	3F10510  090072 H	3F10510  090072 S	F	H			0.36							0000	113740			B						MASHEL R     11.0101	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	SPS	NISQ	N	0	0	0	113740	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000927						2		1952	19530327	19530327	3F10513  110086 R	3F10510  090072 H	3F10510  090072 S	F	H			0.36							0000	110110			B						OHOP CR      11.0086	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	SPS	NISQ	N	0	0	0	110110	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000928						2		1952	19530327	19530327	3F10513  110086 R	3F10510  090072 H	3F10510  090072 S	F	H			0.37							0000	132495			B						OHOP CR      11.0086	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	SPS	NISQ	N	0	0	0	132495	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000940						2		1952	19530402	19530402	3F10308  070291 R02	3F10510  080178 H	3F10510  080178 S	F	H			0.37							0000	151936			B						TOLT R -NF   07.0291	ISSAQUAH HATCHERY	ISSAQUAH CR  08.0178	WA	NPS	SNOH	N	0	0	0	151936	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000004						2		1950	19520108	19520108	3F10511  100414 R	3F10511  100414 H	3F10511  100414 S	G	H			9.11							0000	19750			B						VOIGHT CR    10.0414	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	MPS	PUYA	N	0	0	0	19750	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000040						2		1950	19520201	19520201	3F42001  300002 R	3F42001  300002 H	3F42001  270168 S	P	H			11.62							0000	30650			B						KLICKITAT R  30.0002	KLICKITAT HATCHERY (YKFP)	LEWIS R      27.0168	WA	CECR	KLIC	N	0	0	0	30650	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000090						2		1950	19520218	19520218	3F10208  030298 R	3F10208  031421 H	3F10208  030176 S	G	H			8.73							0000	5293			B						DAY CR SLOUGH 3.0298	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	SKAG	LOSK	N	0	0	0	5293	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001468						2		1952	19530717	19530717	3F10208  031605 R	3F10208  031421 H	3F10208  030176 S	G	H			2.95							0000	40744			B						CASCADE R -NF 3.1605	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	SKAG	UPSK	N	0	0	0	40744	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001477						2		1952	19530722	19530722	3F21902  240434 R	3F10510  080178 H	3F10510  080178 S	G	H			4.53							0000	5300			B						PALIX R -MF  24.0434	ISSAQUAH HATCHERY	ISSAQUAH CR  08.0178	WA	WILP	NASE	N	0	0	0	5300	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000019						2		1950	19520116	19520116	3F21802  220503 R	3F21802  220360 H	3F21802  220462 S	P	H			14.16							0000	5120			B						WILDCAT CR   22.0503	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5120	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000061						2		1950	19520205	19520205	3F10513  110101 R	3F10511  100414 H	3F10511  100414 S	G	H			9.06							0000	10000			B						MASHEL R     11.0101	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	SPS	NISQ	N	0	0	0	10000	0
N	4.1	20200302	WDFW	WDFW	04	!04H00000073						2		1950	19520207	19520207	3F21802  220364 R	3F21802  220360 H	3F21802  220462 S	P	H			15.63							0000	5278			B						SATSOP R -WF 22.0364	BINGHAM CR HATCHERY	SATSOP SPRNG 22.0462	WA	GRAY	GHLC	N	0	0	0	5278	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001581						2		1952	19531218	19531218	3F10511  100429 R	3F10511  100414 H	3F10511  100414 S	S	H			19.71							0000	8188			B						S PRAIRIE CR 10.0429	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	MPS	PUYA	N	0	0	0	8188	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001645						2		1952	19540104	19540104	3F10511  100021 R	3F10510  090072 H	3F10510  090072 S	P	H			11.33							0000	17720			B						PUYALLUP R   10.0021	SOOS CREEK HATCHERY	BIG SOOS CR  09.0072	WA	MPS	PUYA	N	0	0	0	17720	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001667						2		1952	19540105	19540105	3F10412  160222 R	3F10412  160222 H	3F10806  180018 S	G	H			9.52							0000	8283			B						FINCH CR     16.0222	HOODSPORT HATCHERY	DUNGENESS R  18.0018	WA	HOOD	SKDO	N	0	0	0	8283	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001670						2		1952	19540106	19540106	3F42001  270168 R	3F42001  270017 H	3F42001  270168 S	P	H			15.11							0000	32394			B						LEWIS R      27.0168	FALLERT CR HATCHERY	LEWIS R      27.0168	WA	LOCR	LEWI	N	0	0	0	32394	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001697						2		1952	19540112	19540112	3F10513  110102 R	3F10511  100414 H	3F10511  100414 S	P	H			12.59							0000	5076			B						LTL MASHEL R 11.0102	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	SPS	NISQ	N	0	0	0	5076	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001738						2		1952	19540120	19540120	3F10412  160351 R	3F10412  160222 H	3F10806  180018 S	G	H			9.42							0000	7745			B						DUCKABUSH R  16.0351	HOODSPORT HATCHERY	DUNGENESS R  18.0018	WA	HOOD	SKDO	N	0	0	0	7745	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001861						2		1952	19540224	19540224	3F42001  260248 R	3F42001  260323 H	3F42001  260323 S	G	H			8.24							0000	18865			B						TOUTLE R-SF  26.0248	NORTH TOUTLE HATCHERY	GREEN R      26.0323	WA	LOCR	COWL	N	0	0	0	18865	0
N	4.1	20200302	WDFW	WDFW	04	!04H00001868						2		1952	19540226	19540226	3F10308  070219 R	3F10510  080178 H	3F10510  080178 S	G	H			9.44							0000	39888			B						SNOQUALMIE R 07.0219	ISSAQUAH HATCHERY	ISSAQUAH CR  08.0178	WA	NPS	SNOH	N	0	0	0	39888	0
